query_name,hp_desc,hp_id,score
History of recent cotralateral ijury,Pregnancy history,HP_0002686,
Megalncephaly,,,-1.0
Apasia of the retina,Abnormal retina,HP_0000479,
Deressed glabella,Abnormality of the glabella,HP_0002056,
Frceps delivery,Premature delivery,HP_0001622,
Pseudo-frctures,Pseudo-anodontia,HP_0000706,
Retinal dts,Abnormal retinal morphology,HP_0000479,
Congenita palmoplantar hyperkeratosis,Gingival hyperkeratosis,HP_0000222,
Abnomal stereopsis,Abnormal stereopsis,HP_0011515,
Ectopic ossificaton in tendon tissue,Ectopic kidney,HP_0000086,
Abnormality of the epiphysis of the proximal phalanx of the 2ndtoe,Abnormality of body height,HP_0000002,
Hypoplstic cervical vertebrae,Limited cervical range of motion,HP_0000466,
Molluscoid psedotumors,Molluscoid pseudotumors,HP_0000993,
Decresed serum estradiol,Elevated serum gonadotropins,HP_0000837,
Dislocted wrist,Abnormal wrist bones,HP_0001191,
Abnormal size of the denal root,Abnormality of body height,HP_0000002,
nfra-orbital crease,Abnormality of the orbital region,HP_0000315,
Anormal mitral valve leaflet morphology,Abnormal morphology of female internal genitalia,HP_0000008,
Anormality of body mass index,Abnormality of body height,HP_0000002,
Trapezoidal distal femoral condyle,Hypoplastic mandible condyle,HP_0000347,
Abnormal cerebral sbcortex morphology,Abnormality of body height,HP_0000002,
Abnormality of taste sensatin,Abnormality of body height,HP_0000002,
Inceased urinary porphobilinogen,Recurrent urinary tract infections,HP_0000010,
Hypoplastic dermoepdermal hemidesmosomes,Hypoplastic uterus,HP_0000013,
Apasia of the 4th metacarpal,Abnormality of the metacarpal bones,HP_0001163,
Diaphragmati eventration,Diaphragmatic eventration,HP_0009110,
High,High urine protein levels,HP_0000093,
Infection due to encapsulted bacteria,Recurrent urinary tract infections,HP_0000010,
Abnormal gastrointestinal motiliy,Abnormality of body height,HP_0000002,
Carotid artey dilatation,Dilated ureter,HP_0000072,
erilymphatic,,,-1.0
Abnormlity of upper eyelashes,Median cleft upper lip,HP_0000161,
Adenocortical cytomegaly,Adrenocortical cytomegaly,HP_0008186,
Irregula radial epiphyses,Multiple epiphyseal dysplasia,HP_0002654,
Calcificaton of the aorta,Abnormal aorta morphology,HP_0001679,
obsolete Infantile hypercalcema,obsolete Clitoromegaly,HP_0000057,
Abnormal arcuate artey intima/media morphology,Abnormality of body height,HP_0000002,
Abnormalty of movement,Movement abnormality of the tongue,HP_0000182,
Contracture of the proximal interphalangeal joint of the 4t finger,Proximal tubulopathy,HP_0000114,
Foam cells with lamellar inclusin bodies,Abnormality of body height,HP_0000002,
Reduced visual accmmodation,Reduced salivation,HP_0000217,
Etylmalonic aciduria,Organic aciduria,HP_0001992,
Hemiatrophy f lower limb,Abnormal lower lip morphology,HP_0000178,
Abnormality of inferior alveoar nerve,Abnormality of body height,HP_0000002,
Had tremor,Tremor,HP_0001337,
Abnormal middle phaanx morphology of the hand,Abnormality of body height,HP_0000002,
2-3 toe syndatyly,Short fingers or toes,HP_0001156,
Bullet-shapd distal phalanx of the 3rd finger,Absent distal interphalangeal creases,HP_0001032,
Pncreatic,,,-1.0
Juvenile rheumaoid arthritis,juvenile nephronophthisis,HP_0000090,
Aasia,,,-1.0
Type 1 and typ 2 muscle fiber minicore regions,Autosomal dominant type,HP_0000006,
Abnormal toe phalanx morphlogy,Abnormality of body height,HP_0000002,
Pure ed cell aplasia,Renal tubular cell atrophy,HP_0000092,
Absent ossification of alvaria,Absent sperm in semen,HP_0000027,
Spder hemangioma,Facial hemangioma,HP_0000329,
obsolete Pulsatile tinnitus (tympanic parganglioma),obsolete Clitoromegaly,HP_0000057,
Ectopiapupillae,,,-1.0
Retinopathy of pematurity plus,Retinopathy,HP_0000488,
Scintilating scotoma,Scotoma,HP_0000575,
Decreased mucosal sucrase-isomaltaseactivity,Decreased function of male gonad,HP_0000026,
Pancreaticendocrine tumor,Benign eye tumor,HP_0001140,
Bowman capsular hyaline drop,Eye drop,HP_0000508,
Aplasa of the abdominal wall musculature,Atony of facial musculature,HP_0000297,
Positive directantiglobulin test,Undescended testes,HP_0000028,
Anoontia,,,-1.0
Uper limb muscle hypoplasia,Hypoplasia of the uterus,HP_0000013,
Hydrophbia,,,-1.0
Diffuse low skin atrophy,Testicular atrophy,HP_0000029,
Gustatory lcrimation,Focal sensory seizure with gustatory features,HP_0011160,
Gingival hypereratosis,Gingival abnormality,HP_0000168,
Real duplication,Ureteral duplication,HP_0000073,
Maculr coloboma,Retinal coloboma,HP_0000480,
Cavernous hemngioma of the face,Abnormality of the face,HP_0000271,
Abnormality of the uper arm,Abnormality of body height,HP_0000002,
Short uper eyelashes,Short penis,HP_0000054,
Broad lateal eyebrow,Broad mouth,HP_0000154,
Anomalous origin of the left common carotid rtery from the main pulmonary artery,Asymmetry of right and left side of face,HP_0000324,
Adenocarcinoma of te colon,Enlarged colon lacking nerve cells,HP_0002251,
Abdominalmass,,,-1.0
Dextrotranspositon of the great arteries,Abnormal retinal artery morphology,HP_0000630,
Stippled alcification of the elbow,Stippled pigmentation,HP_0001070,
Melanma,,,-1.0
Prominent superfiial blood vessels,Prominent lower lip,HP_0000179,
inhole visual acuity 0.3 LogMAR,Visual impairment,HP_0000505,
Inappropriate aughter,Inappropriate behavior,HP_0000719,
Anti-phosphatidyl inositol antiboy positivity,External ear position defect,HP_0000357,
Abnormality f the xiphoid process,Abnormality of body height,HP_0000002,
Anomalous tracheal cartilae,Anomalous carpal bones,HP_0001191,
Thick cerbral cortex,Partial thickness cleft hard palate,HP_0000176,
Third trimesteronset,Short lower third of face,HP_0000331,
Hepatic emangioma,Hepatic cirrhosis,HP_0001394,
Nrrow face,Abnormality of the face,HP_0000271,
Focal aware autonomic seizur with hypoventilation/hyperventilation/altered respiration,Focal segmental glomerulosclerosis,HP_0000097,
Abnormal chorin morphology,Abnormality of body height,HP_0000002,
Cortical sclerosis of the iliac win,Glomerular sclerosis,HP_0000096,
Fatty replacement of ventricular myoardial tissue,Oral soft tissue hyperplasia,HP_0000212,
Symphalangism of middle phalanx of 3r finger,Abnormality of the middle ear,HP_0000370,
Dypnea,,,-1.0
Alternatinglaterality,,,-1.0
Widely spaced eeth,Wide ureter,HP_0000072,
Generalzed arterial tortuosity,Tortuosity of conjunctival vessels,HP_0000503,
Aoto-left ventricular tunnel,Asymmetry of right and left side of face,HP_0000324,
Poor suc,Poor bladder function,HP_0000009,
Localized hypoplasia of dntal enamel,Hypoplasia of the uterus,HP_0000013,
Abnormality of the palanges of the 5th toe,Abnormality of body height,HP_0000002,
Dermal papilary IgA deposition,Too much calcium deposited in kidneys,HP_0000121,
Polonged QT interval,Prolonged QT interval,HP_0001657,
Abnormal epidermal morpholgy,Abnormality of body height,HP_0000002,
obsolete ellulitis due to immunodeficiency,Lack of bladder control due to nervous system injury,HP_0000011,
ough,,,-1.0
Synostosis involving bones of the had,Bossing of parietal bone,HP_0000242,
Coxa vra,Coxa valga,HP_0002673,
Colovesicl fistula,Rectovaginal fistula,HP_0000143,
Square pelis bone,Bossing of parietal bone,HP_0000242,
Multifocal epileptifom discharges,obsolete Chronic recurrent multifocal osteomyelitis,HP_0005901,
Glomerular endocapillary hypercellularit,Glomerular sclerosis,HP_0000096,
Abnormality of the humeral epiphysealplate,Abnormality of body height,HP_0000002,
Upper airway obstrucion,Median cleft upper lip,HP_0000161,
Abnormal proportion of immature gamma-elta T cells,Abnormality of body height,HP_0000002,
Coronary sinu atrial septal defect,Genital defects,HP_0000078,
Stereotypical body rcking,Abnormality of body height,HP_0000002,
Irregular epiphysis of te 1st metatarsal,Irregular visual pursuit movements,HP_0000617,
acial neoplasm,Neoplasm,HP_0002664,
Recurrent viral pnumonia,Recurrent urinary tract infections,HP_0000010,
EMG: ncremental response of compound muscle action potential to repetitive nerve stimulation,Pain of muscles of mastication,HP_0000211,
himosis,,,-1.0
Pancreatic dysplasi,Pancreatic disease,HP_0001732,
Absent nasa bridge,Absent sperm in semen,HP_0000027,
Nonepidermolytc palmoplantar hyperkeratosis,Gingival hyperkeratosis,HP_0000222,
econd trimester onset,Late-onset speech development,HP_0000750,
Abnormal corneal stroma morpholog,Abnormality of body height,HP_0000002,
EEG with focal spike,Focal segmental glomerulosclerosis,HP_0000097,
Shoulder xtension contracture,Narrow shoulders,HP_0000774,
Focal aware autonomic seizure with palitations/tachycardia/bradycardia/asystole,Focal segmental glomerulosclerosis,HP_0000097,
Increased fecal calprotctin level,Increased post-void residual urine volume,HP_0000016,
Abnormal chylomcron concentration,Abnormality of body height,HP_0000002,
Atrophy of the dentate ncleus,Testicular atrophy,HP_0000029,
ullness of paranasal tissue,Oral soft tissue hyperplasia,HP_0000212,
Renaltubular epithelial cell hyaline droplets,Renal tubular cell atrophy,HP_0000092,
Hyperausis,,,-1.0
Cutaneous tenosis of the external auditory canal,Abnormal male external genitalia morphology,HP_0000032,
Glosis,,,-1.0
Reducd euglobulin clot lysis time,Shortened gestation time,HP_0001622,
Hump-shaped mound of bone in central and posterior portions of vertebral endpate,Central cleft upper lip,HP_0000161,
Choroid pleus calcification,Choroid coloboma,HP_0000567,
ix lumbar vertebrae,Flattened vertebrae,HP_0000926,
Brachial plexus neuopathy,Choroid plexus cyst,HP_0002190,
Bracket epiphysis of themiddle phalanx of the 2nd toe,Short fingers or toes,HP_0001156,
Ameliorated by acetylcholinesterase inhibtor,Ameliorated by,HP_0025254,
ncreased dermatoglyphic whorls,Abnormal palmar dermatoglyphics,HP_0001018,
Focl segmental glomerulosclerosis,Glomerulosclerosis,HP_0000096,
mall toe,Short fingers or toes,HP_0001156,
Breastmass,,,-1.0
Abnormal Intonatio,Abnormality of body height,HP_0000002,
Abnormal dendritic cell coun,Abnormality of body height,HP_0000002,
Spastic ataia,Spasticity,HP_0001257,
Abnormality of periperal nerve conduction,Abnormality of body height,HP_0000002,
Tetralogy of Fallot with atrioventricula canal defect,Genital defects,HP_0000078,
Bronchocentric granulomatsis,Bronchocentric granulomatosis,HP_0033371,
Acellular urnary casts,Urinary casts,HP_0012615,
Increased urinary epithelal cell count,Recurrent urinary tract infections,HP_0000010,
Posterior fossa cyst at the fourth entricle,Renal cyst,HP_0000107,
Late nset,"Large, late-closing fontanelle",HP_0000239,
Large hyperpimented retinal spots,Large testicles,HP_0000053,
Dysphona,,,-1.0
Triangular epiphysis of the distalphalanx of the 5th finger,Triangular mouth,HP_0000207,
Marogyria,,,-1.0
Pleural coblestoning,Pleural effusion,HP_0002202,
Cariomyocyte hyaline bodies,Abnormality of body height,HP_0000002,
Latera canthal tendon laxity,Cutaneous laxity,HP_0000973,
Myeloproliferative disrder,Transient myeloproliferative syndrome,HP_0005534,
Aplasia/Hypoplsia of the earlobes,Renal aplasia,HP_0000104,
Congenital blindnes,obsolete Congenital strabismus,HP_0000487,
Abnormal circulatingpregnenolone concentration,Abnormality of body height,HP_0000002,
Prostate ass,Prostatitis,HP_0000024,
ostility,,,-1.0
Anterior chambe flare grade 2+,Abnormality of the anterior fontanelle,HP_0000236,
Entamoeba histolytica antibody positive in tool,External ear position defect,HP_0000357,
Sawtooth acantosis,Sawtooth acanthosis,HP_0025122,
Premature coronary artery atherosclerosi,Abnormal retinal artery morphology,HP_0000630,
EEG with periodic abnormalitie,Abnormally heavy periods,HP_0000132,
Adrencorticotropin deficient adrenal insufficiency,Renal insufficiency,HP_0000083,
Crebellar cortical atrophy,Testicular atrophy,HP_0000029,
Cotracture of the proximal interphalangeal joint of the 3rd finger,Proximal tubulopathy,HP_0000114,
Hydroxyprolinemi,,,-1.0
Focal active colits,Focal segmental glomerulosclerosis,HP_0000097,
Short hllux,Short penis,HP_0000054,
Flat apital femoral epiphysis,Flat cheekbone,HP_0000272,
Reticulate pigmentaion of oral mucosa,Large oral aperture,HP_0000154,
Steroid-sensitiv nephrotic syndrome,Overactive bladder syndrome,HP_0000012,
Fetal salp mass,Tooth mass arch size discrepancy,HP_0000678,
epsis,,,-1.0
Arthralgia/rthritis,Arthralgia,HP_0002829,
Bullet-shaped proxima phalanx of the 4th toe,Triangular shaped mouth,HP_0000207,
Diphyseal sclerosis,Glomerular sclerosis,HP_0000096,
Cerebellar granular layer arophy,Recurrent breakdown of clear protective layer of eye,HP_0000495,
Icreased urinary 11-deoxycorticosterone level,Recurrent urinary tract infections,HP_0000010,
Increased red cel osmotic fragility,Increased post-void residual urine volume,HP_0000016,
Snoflake vitreoretinal degeneration,Testicular degeneration,HP_0000029,
Triggered by nesthetics,Trigger finger,HP_0012276,
Ectopic accesory oe-like appendage,Ectopic kidney,HP_0000086,
Monostotic fibrou dysplasia,Multicystic kidney dysplasia,HP_0000003,
Short palpebralfissure,Short penis,HP_0000054,
Abnormal levator plpebrae superioris morphology,Abnormality of body height,HP_0000002,
Abnormal cerebellum mrphology,Abnormality of body height,HP_0000002,
treaky metaphyseal sclerosis,Glomerular sclerosis,HP_0000096,
ypergastrinemia,,,-1.0
Left entricular dilatation,Dilated ureter,HP_0000072,
Pseudoepiphysis of he middle phalanx of the 4th finger,Abnormality of the middle ear,HP_0000370,
Conicl tooth,Tooth abnormalities,HP_0000164,
Hypoplastic olon,Hypoplastic uterus,HP_0000013,
Anal fistla,Anal atresia,HP_0002023,
Broad mddle phalanx of the 3rd toe,Broad mouth,HP_0000154,
Trunca obesity,Obesity,HP_0001513,
Reduced hepatic glycogen debrancher enzyme ativity,Reduced salivation,HP_0000217,
Multiple intestinal neuroibromatosis,Multiple oral frenula,HP_0000191,
Aplasia cutiscongenita over posterior parietal area,Renal aplasia,HP_0000104,
Broa distal phalanx of the hallux,Absent distal interphalangeal creases,HP_0001032,
Increased circulating thyoxine-binding globulin level,Increased post-void residual urine volume,HP_0000016,
Absent epiphysis of he proximal phalanx of the 2nd toe,Absent sperm in semen,HP_0000027,
Polyneritis,,,-1.0
Horizontal incomitantstrabismus,Decreased horizontal dimension of face,HP_0000275,
Reduced OCT-measured macular thickess,Reduced salivation,HP_0000217,
Appendicular hyptonia,Appendicular ataxia,HP_0002070,
Arcuate vein medial/inimal coagulative necrosis,Spider veins of the lip,HP_0000214,
Congenital muscular dystrohy,Cleft muscular palate,HP_0000185,
Widening of cerical spinal canal,Widened alveolar ridges,HP_0000187,
obsolete Abnormality of the peristeum,Abnormality of body height,HP_0000002,
Renal intestitial hemorrhage,Multicystic renal dysplasia,HP_0000003,
Medilly sloping radial epiphyses,Sloping forehead,HP_0000340,
Short distal phalanx of hllux,Short penis,HP_0000054,
Hypoautofluorescet retinal lesion,Abnormal retinal morphology,HP_0000479,
Triplomyela,,,-1.0
lushing,,,-1.0
High-freuency hearing impairment,High urine protein levels,HP_0000093,
Dysphaga,,,-1.0
Throid dysgenesis,Gonadal dysgenesis,HP_0000133,
Aplasia of the 4thfinger,Renal aplasia,HP_0000104,
Fibrcystic lung disease,Cystic kidney disease,HP_0000107,
Cervical lymphdenopathy,Limited cervical range of motion,HP_0000466,
Irregular epiphyses of the 2nd fnger,Irregular visual pursuit movements,HP_0000617,
Bilaeral camptodactyly,Camptodactyly of 2nd-5th fingers,HP_0001215,
-Shaped upper lip vermilion,Underdeveloped vaginal lips,HP_0000059,
Lymphatic vesel neoplasm,Lymphatic obstruction,HP_0001004,
Abnormal vomer mrphology,Abnormality of body height,HP_0000002,
Mitochondrial malic enzyme reuced,Mitochondrial inheritance,HP_0001427,
Abnormal circulating apolipoprotein cocentration,Abnormality of body height,HP_0000002,
Decreased methionine synthase activiy,Decreased function of male gonad,HP_0000026,
Dolichocephay,,,-1.0
Increased glucagon lvel,Increased post-void residual urine volume,HP_0000016,
Chokng episodes,Multiple episodes of otitis media,HP_0000403,
"Reduced muscl 2,4-dienoyl-CoA reductase activity",Decreased activity of gonads,HP_0000135,
Stippling of the epiphysis of the proximal halanx of the 2nd toe,Proximal tubulopathy,HP_0000114,
Neolasm of the endocrine system,Lack of bladder control due to nervous system injury,HP_0000011,
Reducd protein C activity,High urine protein levels,HP_0000093,
Situs inversus with leocardia,Epicanthus inversus,HP_0000537,
Tetralogy of Fallt,Tetralogy of Fallot,HP_0001636,
Abnormal lier function tests during pregnancy,Abnormality of body height,HP_0000002,
Absent Birbec granules in Langerhans cells,Absent sperm in semen,HP_0000027,
Spontaneou hematomas,Spontaneous closure of eyelid,HP_0000643,
Dysplasticsacrum,,,-1.0
Perilobar nephrogeni rest,Resting tremor,HP_0002322,
Diffuse pancreatic islt hyperplasia,Renal juxtaglomerular cell hypertrophy/hyperplasia,HP_0000111,
Noarteritic anterior ischemic optic neuropathy,Abnormality of the anterior fontanelle,HP_0000236,
Abnorma alpha granules,Degeneration of alpha-motor neurons in anterior horn cells of the spinal cord,HP_0002398,
orsal hirsutism,Hirsutism,HP_0001007,
Positive feal parasite test,Undescended testes,HP_0000028,
Vitrous snowballs,Vitreous snowballs,HP_0030661,
Post-vaccinaion yellow fever,Increased post-void residual urine volume,HP_0000016,
Increased circulating hparan sulfate level,Increased post-void residual urine volume,HP_0000016,
Spatic hemiparesis,Hemiparesis,HP_0001269,
Fiular metaphyseal irregularity,Irregular visual pursuit movements,HP_0000617,
Multifoal cerebral white matter abnormalities,Abnormality of body height,HP_0000002,
Abnormal hand bone osification,Abnormality of body height,HP_0000002,
Abnormal alpha-beta  cell morphology,Abnormality of body height,HP_0000002,
Neoplasm of the pituitarygland,Neoplasm,HP_0002664,
ncreased circulating aspartic acid concentration,Uric acid nephrolithiasis,HP_0000791,
Absent epiphysis of the proximal phalanx f the 3rd finger,Absent sperm in semen,HP_0000027,
Decrease HDL2a concentration,Decreased function of male gonad,HP_0000026,
Gaze-evoked nytagmus,Vertical supranuclear gaze palsy,HP_0000511,
Tacylalia,,,-1.0
Trophic changes related topain,Incorrect relation between upper and lower dental arches,HP_0000689,
Rounded atelecasis,Rounded and heavy facial features,HP_0000280,
Alklosis,,,-1.0
GlomerularC3 deposition,Too much calcium deposited in kidneys,HP_0000121,
Promient sternum,Abnormal sternum morphology,HP_0000766,
Opn mouth,Abnormality of the mouth,HP_0000153,
Increaed level of platelet-activating factor,High urine protein levels,HP_0000093,
obsolete Abnormal circulatinginsulin level,Abnormality of body height,HP_0000002,
Abnorma metaphyseal vascular invasion,Dumbbell widening of long bone metaphyses,HP_0000947,
Anti-phosphatidyl srine antibody positivity,External ear position defect,HP_0000357,
Chronic (near absent circulating IgG1,Absent sperm in semen,HP_0000027,
"Microti, first degree",Failure to thrive in first year of life,HP_0001531,
obsolete Severelydysplastic cerebellum,obsolete Clitoromegaly,HP_0000057,
Athetoid cerebral pals,Cerebral vascular events,HP_0001297,
Triangular haped distal phalanx of the 2nd finger,Triangular mouth,HP_0000207,
Recurrent menngitis,Recurrent urinary tract infections,HP_0000010,
Reduced natural killer cel activity,Decreased activity of gonads,HP_0000135,
Antithyroid peroxidase antibody positivity,External ear position defect,HP_0000357,
obsolte Abnormal umbilical artery Doppler pattern in pregnancy,Abnormality of body height,HP_0000002,
Metatarsal osteolyis,Metatarsal synostosis,HP_0001440,
Vitreou haze,Posterior vitreous detachment,HP_0001489,
Tubulrization of Bowman capsule,Abnormality of the internal capsule,HP_0012502,
Neonatal bilateral symmetrc myoclonic seizure,Bilateral progressive sensorineural hearing loss,HP_0000408,
Abnormality f connective tissue,Abnormality of body height,HP_0000002,
Abnormal distribution of CD56 bright/dim natral killer cells,Abnormality of body height,HP_0000002,
Splenic hemophagocytois,Splenic rupture,HP_0012223,
Increased endomysial connectivetissue,Increased post-void residual urine volume,HP_0000016,
Ectpic cilia of eyelid,Abnormal eyelid morphology,HP_0000492,
Focal impaired awareness emotional seizure with fer/anxiety/panic,Focal segmental glomerulosclerosis,HP_0000097,
Abnormal activity of mitochondrial respiratoy chain,Abnormality of body height,HP_0000002,
Feedng difficulties,Difficulty with flow,HP_0000019,
Midline central nervous system ipomas,Lack of bladder control due to nervous system injury,HP_0000011,
Com,,,-1.0
Lo levels of vitamin B1,High urine protein levels,HP_0000093,
Synostosis involving the 4th etacarpal,Abnormality involving the diaphyses of the limbs,HP_0000940,
Rounded middle phalanx of inger,Rounded and heavy facial features,HP_0000280,
Fetal yelectasis,Persistent fetal fingertip pads,HP_0001212,
EEG with temporalfocal spike waves,EEG with irregular generalized spike and wave complexes,HP_0001326,
Hip flexor weaknes,Congenital hip dislocation,HP_0001374,
Sclerosis of proximal toe halanx,Glomerular sclerosis,HP_0000096,
Chronc,,,-1.0
Intentiontremor,,,-1.0
Ivory epiphysis of the distal phlanx of the 3rd finger,Absent distal interphalangeal creases,HP_0001032,
Abnormal renal pelvis morpholgy,Abnormality of body height,HP_0000002,
Mixed cirrhois,Mixed gonadal dysgenesis,HP_0000133,
Bullet-shaed phalanges of the 4th finger,Distal finger flexion creases absent,HP_0001032,
Short,Short penis,HP_0000054,
Complete duplication of the phalanges of the 4th fnger,Ureteral duplication,HP_0000073,
Weezing,,,-1.0
Bifidantitragus,,,-1.0
Satus epilepticus without prominent motor symptoms,Prominent lower lip,HP_0000179,
Abnormality of somatic erve plexus,Abnormality of body height,HP_0000002,
obsolete Abnormality of comon carotid artery plus branches,Abnormality of body height,HP_0000002,
Abnormaliy of limbs,Abnormality involving the diaphyses of the limbs,HP_0000940,
Abnormal muscle tissue enzyme activity orlevel,Abnormality of body height,HP_0000002,
Itrarenal abscess,obsolete Hepatic abscesses due to immunodeficiency,HP_0001400,
Delivery by Oon device,Premature delivery,HP_0001622,
"Congenital, generalized hypertricosis",obsolete Congenital strabismus,HP_0000487,
Abnormality of the Leydig cels,Abnormality of body height,HP_0000002,
Sterile bscess,Sterile abscess,HP_0025616,
Abnormality of the midnasal caity,Abnormality of body height,HP_0000002,
Abnomal foveal pit on macular OCT,Lower lip pit,HP_0000196,
Anti-vltage-gated potassium channel antibody positivity,Renal potassium wasting,HP_0000128,
Hypoplasia of the diapragm,Hypoplasia of the uterus,HP_0000013,
Mildly reduced contrast senstivity,Reduced salivation,HP_0000217,
Multinucleated visceral eithelial cells,Renal tubular cell atrophy,HP_0000092,
Abnoral nasolacrimal system morphology,Abnormal morphology of female internal genitalia,HP_0000008,
Hypplasia of the zygomatic bone,Bossing of parietal bone,HP_0000242,
Bilateral polyicrogyria,Bilateral progressive sensorineural hearing loss,HP_0000408,
Abormal circulating gastrin concentration,Increased circulating gonadotropin level,HP_0000837,
Grnulomatous cholangitis,Cholangitis,HP_0030151,
Middle cerebral artery strok,Abnormality of the middle ear,HP_0000370,
Giant cell hepatits,Renal tubular cell atrophy,HP_0000092,
Macrdontia,,,-1.0
Rhizomelic leg shortenin,Foot and ankle bend up toward shin of leg,HP_0001848,
Impaired lucose tolerance,Hearing impairment,HP_0000365,
Por conversational reciprocity,Reduced social reciprocity,HP_0012760,
Interriginous distribution,Large clumps of pigment irregularly distributed along hair shaft,HP_0004527,
Impaired toe-waling ability,Hearing impairment,HP_0000365,
Sclerosis of metaphysesof the upper limbs,Glomerular sclerosis,HP_0000096,
Wide distal femoralmetaphysis,Wide ureter,HP_0000072,
Lip freckl,Underdeveloped vaginal lips,HP_0000059,
Cerebella dysplasia,Multicystic kidney dysplasia,HP_0000003,
Ectopic ossification in muscl tissue,Ectopic kidney,HP_0000086,
Hydroclpos,,,-1.0
artial duplication of the proximal phalanx of the 5th toe,Ureteral duplication,HP_0000073,
Paraspinal hemangima,Paraspinal neurofibroma,HP_0006751,
Reduced shring of interests,Reduced salivation,HP_0000217,
Medial rects muscle overaction,Overactive bladder,HP_0000012,
Coat hanger sign of rib,Frontal release signs,HP_0000743,
Fused ails,Fused labia minora,HP_0000063,
Puncal stenosis,Ureteral stenosis,HP_0000071,
Increased etal lens echogenicity,Increased post-void residual urine volume,HP_0000016,
Abnormal neural tube morpholog,Abnormality of body height,HP_0000002,
Increased ematocrit,Increased post-void residual urine volume,HP_0000016,
Increased proportion ofCD4+CD25+ regulatory T cells,Increased post-void residual urine volume,HP_0000016,
Noplasm of fatty tissue,Oral soft tissue hyperplasia,HP_0000212,
Abnormal eiosis,Abnormality of body height,HP_0000002,
2-ethlhydracylic aciduria,Organic aciduria,HP_0001992,
Cuis marmorata telangiectatica congenita,Cutis marmorata,HP_0000965,
ypoplastic helices,Thickened helices,HP_0000391,
Abnormality of ervical plexus,Abnormality of body height,HP_0000002,
Double outlet left vetricle,Double ureter,HP_0000073,
Decreasednumber of sternal ossification centers,Sternal anomalies,HP_0000766,
Bilingual phasia,Bilingual aphasia,HP_0033849,
Hyporeflexi of upper limbs,Median cleft upper lip,HP_0000161,
Apne,,,-1.0
EMG: decremental response of compound muscle action potntial to repetitive nerve stimulation,Pain of muscles of mastication,HP_0000211,
Uachal cyst,Renal cyst,HP_0000107,
Cholelthiasis,,,-1.0
Slit-like openingof the exterior auditory meatus,Doll-like facies,HP_0000295,
obsolte Impaired thermal sensitivity,Hearing impairment,HP_0000365,
Beate bronze macular sheen,Macular degeneration,HP_0000608,
Bilteral tonic-clonic seizure with generalized onset,Generalized dental spacing,HP_0000687,
Media calcification of large arteries,Large testicles,HP_0000053,
Underdeveloped supraorital ridges,Underdeveloped uterus,HP_0000013,
Meiodens,,,-1.0
Abnormal irculating sulfur amino acid concentration,Abnormality of body height,HP_0000002,
Triggered by exertio,Trigger finger,HP_0012276,
Oligoathritis,,,-1.0
rontal open bite,Absent urethral opening,HP_0000068,
Anti-Zinc transorter 8 antibody positivity,External ear position defect,HP_0000357,
3-4 metacarpal synostois,Abnormality of the metacarpal bones,HP_0001163,
Cone-shaped epiphysis of the proxima phalanx of the 5th finger,Triangular shaped mouth,HP_0000207,
Meakaryocyte dysplasia,Multicystic kidney dysplasia,HP_0000003,
Mediastinal lymphadeopathy,Mediastinal teratoma,HP_0030741,
Neolasm of the middle ear,Abnormality of the outer ear,HP_0000356,
Graspreflex,,,-1.0
Pundin,,,-1.0
Velopharyngeal insuficiency,Velopharyngeal insufficiency,HP_0000220,
Hepatic enephalopathy,Hepatic cirrhosis,HP_0001394,
Diaphyseal sclerosi of the upper limbs,Glomerular sclerosis,HP_0000096,
Anti-nuclear atrix protein-2 antibody positivity,High urine protein levels,HP_0000093,
bnormal U wave,EEG with irregular generalized spike and wave complexes,HP_0001326,
Abnorality of the epiphysis of the 3rd metacarpal,Abnormality of the metacarpal bones,HP_0001163,
mmune dysregulation,obsolete Autonomic dysregulation,HP_0002271,
Geeralized clonic seizure,Seizure,HP_0001250,
Anti-hY-RNA complex antiboy positivity,External ear position defect,HP_0000357,
obsolete Dissminated Bacillus Calmette-Guerin infection,Recurrent urinary tract infections,HP_0000010,
Mcosal telangiectasiae,Lip telangiectasia,HP_0000214,
Severe receptie language delay,Severe periodontitis,HP_0000166,
Left ventricular diastolic dysfuncion,Asymmetry of right and left side of face,HP_0000324,
Por motor coordination,Ocular motor apraxia,HP_0000657,
Stippling of the epiphysis of the iddle phalanx of the 2nd finger,Distal finger flexion creases absent,HP_0001032,
Anti-HLA-A IgG3antibody positivity,External ear position defect,HP_0000357,
Upper limb musce hypertrophy,Labial hypertrophy,HP_0000065,
Hypoplastic vertebral bodis,Abnormality of body height,HP_0000002,
Abnormality of the epiphysis of the middle phalanx of the 2nd to,Abnormality of body height,HP_0000002,
Ski jump nal,Ski jump nose,HP_0011120,
Abnormal chromosoe morphology,Abnormality of body height,HP_0000002,
Focal awre cognitive seizure with neglect,Focal segmental glomerulosclerosis,HP_0000097,
Exacerbated by ithium exposure,Maternal teratogenic exposure,HP_0011438,
Palor,,,-1.0
obsolete Cntral tapetoretinal dystrophy,obsolete Clitoromegaly,HP_0000057,
Pinhole visual acuity 0.4 LoMAR,Visual impairment,HP_0000505,
Elevated uriary carboxylic acid,Elevated palate,HP_0000218,
Furcate cord insertin,Brain and/or spinal cord issue,HP_0000707,
Medlloblastoma,,,-1.0
Abnoral circulating sex hormone concentration,Decreased response to growth hormone stimulation test,HP_0000824,
