hp_id,synonym,typo
HP_0010157,Small epiphysis of the 1st metatarsal,Small eprpihysis of the as1t emtqatarsla
HP_0010157,Small end part of the 1st long bone of foot,Small eodp art off the 1et longe oneo f ofot
HP_0010158,Stippling of the epiphysis of the 1st metatarsal,Sirppling of the epriphysis yfithe s1t mttatarsvl
HP_0010158,Speckled calcifications in the end part of the 1st long bone of foot,Sspeckuled calcificatiosnin th ened artof the 1st lonxb xne of foo
HP_0010159,Triangular epiphysis of the 1st metatarsal,Trianguhar epcphyus of the 1st metawarsal
HP_0010159,Triangular end part of the 1st long bone of foot,Trziangulare nd part of tcyes t long bonf ofy foot
HP_0010160,Abnormal toe epiphysis morphology,Abnormalt oe epiphysis maophloos
HP_0010160,Abnormality of the end part of the toe bones,Abnormalityo f the ean dpartd of teh oie bnoes
HP_0010160,Abnormality of the epiphyses of the toes,Abnormaly of the epiqphyse osf theo ets
HP_0010161,Abnormal toe phalanx morphology,Abnorma toe haalx morphologky
HP_0010161,Abnormality of the long bones of the toes,Abbnormatliy of ithe lolg bones of teh tgoes
HP_0010161,Abnormality of the phalanges of the toes,Abnoariltp ef the phalangse o fthe tows
HP_0010162,Absent epiphyses of the toes,ibsent epipheyses eof tvhe toeos
HP_0010162,Absent end part of the toe bones,Absntend partof th toe bonzes
HP_0010163,Bracket epiphyses of the toes,Bracket ppihypes of qthetoes
HP_0010163,Bracket shaped end part of the toe bones,Bracets haped endw part of trhe ote xoengs
HP_0010164,Cone-shaped epiphyses of the toes,Con-shtaped eihyses owf the toes
HP_0010164,Cone-shaped end part of the toe bones,Con-eshjped end yart of thz note bcones
HP_0010165,Enlarged epiphyses of the toes,Enlarge deiphybes of the tocspe
HP_0010165,Enlarged end part of the toe bones,Enlagrd end part of the toe bones
HP_0010166,Fragmentation of the epiphyses of the toes,Fragvmentation of h eppihses oft he tose
HP_0010166,Fragmentation of the end part of the toe bones,Fragmedntatioxn of he end pat of th toe bmnesx
HP_0010167,Irregular epiphyses of the toes,bIrreuilar epiphyses oft he toee
HP_0010167,Irregular end part of the toe bones,Irreeuuar nudq tpart of the toe bjones
HP_0010168,Ivory epiphyses of the toes,Ioy gepiphysel of othe toes
HP_0010168,Increased bone density of end part of the toes,Incrsesied bno edensityo fe nd part gf the tojs
HP_0010170,Small epiphyses of the toes,uSmball epiphyses zof the tve
HP_0010170,Small end part of the toe bones,Smallnd part of h teo bones
HP_0010171,Epiphyseal stippling of toe phalanges,Epiyhseal stippling of teoppalanges
HP_0010171,Speckled calcifications in long toe bones,qSpeckled calcifciatinssin long toe bonaes
HP_0010171,Stippling of the epiphyses of the toes,Stipplnigof  he epihpysse of the toes
HP_0010172,Triangular epiphyses of the toes,Trangular epiphylees oz dteh toes
HP_0010172,Triangular end part of the toe bones,Trianlgular edn part rof tne teof bhnes
HP_0010173,Aplasia/Hypoplasia of the phalanges of the toes,Aplarsia/Hyapaovplasi of teh phalajges of the tuoes
HP_0010173,Absent/small toe bones,bAsekt/small toe oens
HP_0010173,Absent/underdeveloped toe bones,Abqnt/underedvellobped ttoe bones
HP_0010174,Broad phalanx of the toes,Broa dphaaln ohf the tose
HP_0010174,Wide toe bones,Wide to bomes
HP_0010175,Bullet-shaped toe phalanx,Bullel-shspedetoe ialanx
HP_0010175,Bullet-shaped phalanges of the toes,Bwflldet-saped halanges f the tos
HP_0010175,Bullet-shaped toe bone,Bullet-shaepk tope bne
HP_0010176,Curved toe phalanx,Ccuved toe phaklanx
HP_0010176,Curved phalanges of the toes,Curvedp halanes of hentoes
HP_0010176,Curved toe bone,Cure dtoe bonek
HP_0010178,Patchy sclerosis of toe phalanx,Patchy scueroiss of toefa rphalrnx
HP_0010178,Patchy sclerosis of the phalanges of the toes,Pactiy sclerosis of thnew hpalagfks f the toes
HP_0010178,Uneven increase in bone density in toe bone,Uneven ibcrees in bonedensitu izn toe bpne
HP_0010179,Symphalangism affecting the phalanges of the toes,Sqpoabangism ffecting the sphlanes of thet oes
HP_0010179,Fused toe bones,Fusedote boens
HP_0010180,Triangular shaped phalanges of the toes,Triangularoyshaped phaagesmof the tose
HP_0010180,Triangular shaped toe bones,Traingular shaec toxbones
HP_0010181,Duplication of phalanx of toe,Dupoication of nhalanc of txoe
HP_0010181,Duplicated toe bone,Duplicted toe bone
HP_0010181,Partial/complete duplication of the phalanges of the toes,Partiel/ccomplnete duplicatin f the phalannges of the tops
HP_0010182,Abnormality of the distal phalanges of the toes,Abnormhait of the disytl pyhalngpes of theq toes
HP_0010182,Abnormality of the outermost bone of the toes,Abnrormalwty of the outermov txoneo f nyb toes
HP_0010183,Abnormality of the middle phalanges of the toes,boramlity of the middleephalangexof tee toes
HP_0010183,Abnormal middle bones of toe,Abiormal midndel bones of ode
HP_0010184,Abnormality of toe proximal phalanx,Axbhorkality o te prxoimal halanx
HP_0010184,Abnormal innermost toe bone,Abnwormgal inenomst toe bone
HP_0010184,Abnormality of the proximal phalanges of the toes,bAnomrality of thw proximsal pphalanges o fthe ltoes
HP_0010185,Aplasia/Hypoplasia of the distal phalanges of the toes,yAplaisa/Hypopalsia of te disutal phalagnes of the does
HP_0010185,Absent/hypoplastic terminal phalanges of toes,dAbsneqt/hypdopastic erminal pmalanges f tos
HP_0010185,Absent/small outermost bones of toe,obsunts/mazl oubermost bones zf toe
HP_0010185,Absent/underdeveloped outermost bones of toe,Abseni/uxnderdevleoped outermosts boned ofttoe
HP_0010185,Hypoplasia/agenesis of distal phalanges of toes,Hyopplasa/agseesis of iistal pdalaeges of toes
HP_0010186,Broad distal phalanx of the toes,rroad diftal phalanxdcof te toesa
HP_0010186,Broad outermost bone of the toe,Bcod outermost bjnesof th etoae
HP_0010186,Wide outermost bone of the toe,Wide outermsyt bonqe of fehb toe
HP_0010187,Bullet-shaped distal toe phalanx,Buxlez-mshaped qnista toe phalanx
HP_0010187,Bullet-shaped distal phalanges of the toes,Buvlet-shaped odistwl phatyanges of thel teos
HP_0010187,Bullet-shaped outermost bone of the toe,Bullet-shacped ouetirmost bonf f thet yoe
HP_0010188,Curved distal toe phalanx,xCurved idtal te phalang
HP_0010188,Curved distal phalanges of the toes,Cruved sictal phalbnges ofthe tose
HP_0010188,Curved outermost bone of the toe,Curedf ootermots bone o the to
HP_0010190,Patchy sclerosis of distal toe phalanx,Patcxhy bsclrvosi of idstal toe phalanx
HP_0010190,Patchy sclerosis of the distal phalanges of the toes,Patchyswclerois of the distal haalgnekof tok toes
HP_0010190,Uneven increase in bone density in outermost toe bone,neven inecasei n bne zdnsity in outermst oe bonev
HP_0010191,Symphalangism affecting the distal phalanges of the toes,Symphalangise afmfecitngtlxe distaltphalangees f thet os
HP_0010191,Fused outermost bones of toes,Fuse otuermvst bonrey of toes
HP_0010192,Triangular shaped distal phalanges of the toes,Tyriangular shaped sitalcg phlages of the tyes
HP_0010192,Triangular shaped outermost bone of the toes,Trinabgualr shaped outemsrost boen o rthe toes
HP_0010193,Duplication of distal phalanx of toe,gDuplication of distaliphaalxoftoe
HP_0010193,Duplication of outermost bone of toe,Duplicatiqn of uomtedmost bozne zf toej
HP_0010193,Partial/complete duplication of the distal phalanges of the toes,Patrial/complte duplicaqiok ow te distalazpahlangcfs of he toes
HP_0010194,Aplasia/Hypoplasia of the middle phalanges of the toes,Aplasai/Hypoplsia of the middle phazangxes of thje toieo
HP_0010194,Absent/small middle bones of toe,Abesnt/ksmarl mddle bones of toe
HP_0010194,Absent/underdeveloped middle bones of toe,Absent/nuedevelohed moddle bone ofzoe
HP_0010195,Broad middle phalanges of the toes,Brzad middlf pshabanges of the toes
HP_0010195,Broad middle bones of the toes,Broad middl bonesof gthe tes
HP_0010196,Bullet-shaped middle toe phalanx,uBllet-hsaped middle toe halax
HP_0010196,Bullet-shaped middle bones of the toes,Bullet-shapef middle bonszq ofthe toes
HP_0010196,Bullet-shaped middle phalanges of the toes,uBllzt-shaped midduep halnages o fthe tets
HP_0010197,Curved middle toe phalanx,Cyved middle toe phallnx
HP_0010197,Curved middle bones of the toes,Curevd mispn bones nf the toes
HP_0010197,Curved middle phalanges of the toes,Curved mdiidll phalangels wo fthestoes
HP_0010199,Patchy sclerosis of middle toe phalanx,Prtachysclerosi ofemiddje toe phalanx
HP_0010199,Patchy sclerosis of the middle phalanges of the toes,Patchy scerosisof thsm idle gihalnages o the toes
HP_0010199,Uneven increase in bone density in middle toe bone,Unevne icnreame n bone rneasity in middl rtoe bone
HP_0010200,Symphalangism affecting the middle phalanges of the toes,Symphalagism affecting ithe midbdel palanegs of he toes
HP_0010200,Fused middle bones of toes,uFed middle bone qf tose
HP_0010201,Triangular shaped middle phalanges of the toes,Triagnular fhaped imdl phalanges ofdxthe toe
HP_0010201,Triangular shaped middle bones of toes,cicangular shafped middlje bonew o toes
HP_0010202,Duplication of middle phalanx of toe,Dupliction off imddle qhalnx of ote
HP_0010202,Partial/complete duplication of the middle bones of the toes,Parhtial/compleet dfuplciatoinoif ohe middle eocnev of the toes
HP_0010202,Partial/complete duplication of the middle phalanges of the toes,Partvual/comple mduplicgtio nof the middlle phalagges of the tos
HP_0010203,Aplasia/hypoplasia of proximal toe phalanx,mAplaribl/hyepoplasia o fproxiaml woe phalanx
HP_0010203,Absent/small innermost toe bones,hbsent/smal linnermsototoe bones
HP_0010203,Absent/underdeveloped innermost toe bones,kAbsent/undetrdeveliped innermost zonebonse
HP_0010203,Aplasia/Hypoplasia of the proximal phalanges of the toes,Aplasaf/Hyppolsaia oft he peorixml phalanges of tde toes
HP_0010204,Broad proximal phalanx of toe,road proximafphalanx of loe
HP_0010204,Broad innermost toe bone,Beoad inneromst toelboen
HP_0010205,Bullet-shaped proximal toe phalanx,ullet-shaped pxnoxfmal toe halanx
HP_0010205,Bullet-shaped innermost toe bone,Btullet-shpaed innemowg toe bone
HP_0010205,Bullet-shaped proximal phalanges of the toes,Bullt-shaped phoximwal phalkangearf the toes
HP_0010205,Bullet-shaped proximal phalanges of toe,Bulletpuhaped proximal haalnges o teo
HP_0010206,Curved proximal toe phalanx,Cuwrved xroximal yoe phalafnx
HP_0010206,Curved innermost toe bones,Curvwd innrmqm toe bones
HP_0010206,Curved proximal phalanges of the toes,Cprved poxilam pqhalanges of the etoes
HP_0010207,Osteolytic defect of the proximal toe phalanx,Osteoyltic defect of the prxoimaletoe phaiaybx
HP_0010207,Osteolytic defects of the proximal phalanges of the toes,Ostyolqytcc dffects of the poximalihaplages yf tce toes
HP_0010208,Patchy sclerosis of proximal toe phalanx,Patchy sjaclerosi of prpoximal toe phalanxr
HP_0010208,Patchy sclerosis of the proximal phalanges of the toes,Patchy clerocsis o fthe poximaq pialanges orf theq toe
HP_0010208,Uneven increase in bone density in innermost toe bone,Uneven incraease nv bon denstqy rin nnemost toe bene
HP_0010209,Symphalangism affecting the proximal phalanges of the toes,Symphalangism aaffectn thze proximallphalanges ofeto tels
HP_0010209,Fused innermost bones of toes,Fuse dinnermost obnes a toes
HP_0010210,Triangular shaped proximal phalanges of the toes,Trinagiuvlar shapde jroximla phalackgjs of the toes
HP_0010210,Triangular shaped innermost toe bones,Trcansgulira shaped innermost toe bones
HP_0010211,Duplication of proximal phalanx of toe,Drlicathin of rpoximla phalanx of atoe
HP_0010211,Duplication of innermost toe bones,lDuplicaiton of ninremost toe ones
HP_0010211,Partial/complete duplication of the proximal phalanges of the toes,lartial/ocmplee dupilcation of t eproxipal phaangsed ofo tphe toes
HP_0010212,Flexion contracture of the hallux,Flexvn contrature ojafjthe hallux
HP_0010212,Joint contracture of the big toe,Jpoint contrictue of td buig toe
HP_0010212,Joint contracture of the hallux,Jointucntracpdtureovf the hallux
HP_0010220,Abnormality of the epiphysis of the 2nd metacarpal,Abnormaaxlmyw of the epiphysis oh the2 nd mefcaarpal
HP_0010220,Abnormality of the end part of the 2nd long bone of hand,bAnaormailety of the end pairt ofth 2nd lor uone of hand
HP_0010222,Abnormality of the epiphysis of the 3rd metacarpal,Abormadlty of nhe epqyhyis of thie 3rd metacarpa
HP_0010222,Abnormality of the end part of the 3rd long bone of hand,lAfnormaltay ok the ned part f he 3ldong bone of hand
HP_0010224,Abnormality of the epiphysis of the 4th metacarpal,Anbormaslityf othe epiphyssi ofm hte4 th metacarlal
HP_0010224,Abnormality of the end part of the 4th long bone of hand,mAbnomilty f theend partnof the 4thl lnog bon eof hand
HP_0010226,Abnormality of the epiphysis of the 5th metacarpal,Abnbormvality of th eepiphysis co thek5t ketacaral
HP_0010226,Abnormality of the end part of the long bone of little finger,Aborualityof ahe endp rrt of thel ong one of litle ifpger
HP_0010226,Abnormality of the end part of the long bone of pinkie finger,Abnozmalijy of thebenb panrt of theg lngbyne of pinkie finger
HP_0010226,Abnormality of the end part of the long bone of pinky finger,Abnormalityu ofxthe end pars yfthe jlon bone ofxpinky fingcr
HP_0010228,Absent epiphyses of the phalanges of the hand,Absnjt epthyses oyf the phalangos foj he hand
HP_0010228,Absent end part of fingers,Absen en upart of fingcsr
HP_0010228,Absent epiphyses of the fingers,Ablsenl epiphysys of thea fingers
HP_0010229,Bracket epiphyses of the phalanges of the hand,rBacket eeihpyjes of the phlajanges of hte haadz
HP_0010229,Bracket epiphyses of the fingers,Bracket epipyses ofthvhefingers
HP_0010229,Bracket shaped end part of finger bones,Bracket hssped end par wof fixnge bones
HP_0010230,Cone-shaped epiphyses of the phalanges of the hand,Cones-shaepde piphyses of tke phaxglange of tpehand
HP_0010230,Cone-shaped end part of finger bones,Cone-sqhpaed en part offirer bones
HP_0010230,Cone-shaped epiphyses of hand,oCne-shaied epiphyss of eanud
HP_0010230,Cone-shaped epiphyses of the fingers,Conye-shapud epighdyseqs of kthe fingres
HP_0010230,Coned epiphyses of hands,oCnd epihpysesof hands
HP_0010230,Conical phalangeal epiphyses,Conical phnlaneal eppihryseks
HP_0010231,Enlarged epiphyses of the phalanges of the hand,Enlaregd epipysezso fh phalnaqes of the hand
HP_0010231,Enlarged end part of finger bones,Elnarged en dpaxrt jf fignr bones
HP_0010231,Enlarged epiphyses of the fingers,Enlarged epiphysesof gthe fingrs
HP_0010231,Enlarged phalangeal epiphyses,Enlcrged phlaangeau epihyaes
HP_0010232,Fragmentation of the epiphyses of the phalanges of the hand,ramentahon of the eiphysesn of twhe palanes ofp hte hand
HP_0010232,Fragmentation of end part of finger bones,Framentatoin of ed purt of figner boens
HP_0010232,Fragmentation of the epiphyses of the fingers,Fragmentataon oi the peiphyses osf teh fpngris
HP_0010233,Irregular epiphyses of the phalanges of the hand,Irreglasr epphyses ofdthev phlaanes o thz hand
HP_0010233,Irregular end part of finger bones,Irrghulbr edvpart offinger bones
HP_0010233,Irregular epiphyses of the fingers,rIegulau epiphyses of the fnegrs
HP_0010234,Ivory epiphyses of the phalanges of the hand,Ivorytepiphseseoff thep hlanges of the hand
HP_0010234,Increased bone density of end part of the hand bones,Icraesed bon eedisiyt of enh part ofb the hand bzones
HP_0010234,Ivory epiphyses of the fingers,Ivory epipyhyses pfo he fungers
HP_0010234,Sclerotic ivory phalangeal epiphyses,Scloerticl ivory phalangresale spiphyses
HP_0010235,Pseudoepiphyses of the phalanges of the hand,Piseuopiphjyses of the phalahngesp of te mand
HP_0010235,Pseudoepiphysis of the fingers,Phsudoepiphysqis fof the ifngerds
HP_0010236,Small epiphyses of the phalanges of the hand,Srmall epiphyses fbth ephalanvees of rte hand
HP_0010236,Small end part of finger bones,Smxsll edn part offunger bnes
HP_0010236,Small epiphyses of the fingers,Smll epiphses olfhte zfingers
HP_0010237,Epiphyseal stippling of finger phalanges,Epiphysael stippling of ffne pmaalngen
HP_0010237,Speckled calcifications in end part of finger bones,Speclkedc aldciifcatians in ned part of ifnger bol
HP_0010237,Stippling of the epiphyses of the fingers,Stipprling oft he epiphysesofmhte finge
HP_0010237,Stippling of the epiphyses of the phalanges of the hand,Stippling oj tnhe epiphses oqfthe phalangs of th dhadn
HP_0010238,Triangular epiphyses of the phalanges of the hand,Triagular eimhyses q the phalnages of te hand
HP_0010238,Delta-shaped epiphyses of the fingers,Duela-shbpd epiphysesof the finers
HP_0010238,Triangular end part of finger bones,Triangulaee nwd part of fingers bnes
HP_0010238,Triangular epiphyses of the fingers,Tiranguza repiphysse obf lthe finers
HP_0010239,Aplasia of the middle phalanx of the hand,Aplasiabofhme imddle phalanx of the ahnd
HP_0010239,Absent middle bones of hand,Absent imdle bonlzs ofhand
HP_0010239,Absent middle phalanges,bsent middle pahlpatges
HP_0010239,Missing middle phalanges,Missicg middle phalanga
HP_0010241,Short proximal phalanx of finger,hSzrs proximal phlanxo f finger
HP_0010241,Hypoplasia of the proximal phalanges of the hand,Hhpoplasia of theproxizmal haanzges of th han
HP_0010241,Short innermost finger bones,hrpt innermosn fingerb ones
HP_0010241,Short proximal phalanges,Short procximal pxhalangcxs
HP_0010241,Shortening in proximal phalanges,Shortning inp xdoixmal phalnges
HP_0010242,Aplasia of the proximal phalanges of the hand,Aplasia of mthewroxumal phalanes of tg han
HP_0010242,Absent innermost bones,Abdsnet innermost bonesz
HP_0010242,Absent proximal phalanges,Absanvp roximal phalmangxs
HP_0010243,Abnormality of the epiphyses of the distal phalanx of finger,cAbnormlaity oft he epiphyee kof the usstal phalvnoo f finger
HP_0010243,Abnormality of the end part of the outermost bone of finger,Anormalityof the eld arto at he ouoermost bone gf fingyr
HP_0010244,Abnormality of the epiphyses of the middle phalanges of the hand,Abnomralityo fthe epipjhyses of xteh midvddle pxalanges gf the hadn
HP_0010244,Abnormality of the end part of the middle hand bones,Abnarmajity ofthe end pabt of tzemidbel ahn dbones
HP_0010245,Abnormality of the epiphyses of the proximal phalanges of the hand,Abnormality oft he eapiphyses oft h eproliial thaainges oftheli handp
HP_0010245,Abnormality of the end part of the innermost hand bones,Abnoryality of tr en part of tn inrmost hand bowes
HP_0010246,Absent epiphyses of the distal phalanges of the hand,Abseat epiphyses vof the dsixtl pahlnages of he hand
HP_0010246,Absent end part of the outermost hand bones,Absen end partof th eoautewrmost hdn bsnes
HP_0010247,Bracket epiphyses of the distal phalanges of the hand,Barket eiphyses of the distal phlaagve soxu the haynd
HP_0010247,Bracket shaped end part of the outermost hand bones,mrackelt hsaped iend part oofsth ouetrmosa hand bopes
HP_0010248,Cone-shaped epiphyses of the distal phalanges of the hand,Coe-shapde epiypysjes gf thed ixtalp halangas of the hnad
HP_0010248,Cone-shaped end part of the outermost hand bones,one-shapde ensdpwr tof the otremost htand bones
HP_0010249,Enlarged epiphyses of the distal phalanges of the hand,Elnargsed eipypsesz of the distal hzalanges of the ad
HP_0010249,Enlarged end part of the outermost hand bones,Erunlarged send art of theooutermwst hansd boners
HP_0010250,Fragmentation of the epiphyses of the distal phalanges of the hand,rFagmentatibon of the peiphyses ow th raistal halanges ocf the hand
HP_0010250,Fragmentation of the end part of the outermost hand bones,ragmnetaitn of yt end npartof the hutermost hahd bones
HP_0010251,Irregular epiphyses of the distal phalanges of the hand,Iyrregular epiphyses zf thr distal phugensof the axnd
HP_0010251,Irregular end part of the outermost hand bones,Irdreulkcar end part of thue outermosbt ixlhand bones
HP_0010252,Ivory epiphyses of the distal phalanges of the hand,Ivfory epipuyses of the distlap htlangeqq othse hand
HP_0010252,Eburnated epiphyses of distal phalanges,Eburaed eiphysjes ofdfistal halanges
HP_0010252,Increased bone density of end part of the outermost hand bones,Icreased bone densiw yof eznd vart of the temot ohandhbojes
HP_0010254,Small epiphyses of the distal phalanges of the hand,Sall epxipphyes of e dlstal phalanges f the had
HP_0010254,Small end part of the outermost hand bones,Smslpend part of theo termot hanx bnes
HP_0010255,Stippling of the epiphyses of the distal phalanges of the hand,Stipxilng of the epiphss of thedstla palagegs of thegand
HP_0010255,Speckled calcifications in the end part of the outermost hand bones,Speckled ocaicificaionos ian hte ed partl pi the ubtermost hand ones
HP_0010256,Triangular epiphyses of the distal phalanges of the hand,riangutlarepnphdsyes of teh distal phalangeus xof the haod
HP_0010256,Triangular end part of the outermost hand bones,Trianjullarz end pyrt oq the otuesrmsbt hand bones
HP_0010257,Absent epiphyses of the middle phalanges of the hand,Asbet hegpihpyess oy he middle phhalanges of the han
HP_0010257,Absent end part of the middle hand bones,Absnet enq part ofx hte mqidle hand bozes
HP_0010258,Bracket epiphyses of the middle phalanges of the hand,araket epiphayses f the midlde phalange fo hte phand
HP_0010258,Bracket shaped end part of the middle hand bones,Bracken shaped end iart ofe th imdfdje hanld bones
HP_0010259,Cone-shaped epiphyses of the middle phalanges of the hand,Cone-sihamped epkphyses ofhtemyiddle fhalangek of the hdnd
HP_0010259,Cone-shaped end part of the middle hand bones,Cofn-saped endppart f nthe middle han bonys
HP_0010259,Cone-shaped epiphyses of middle phalanges,Cone-shrape depiphysesoqmiddlephaglagnes
HP_0010260,Enlarged epiphyses of the middle phalanges of the hand,Envarged epwphyses of the middeldphalangesrof tgzhehnd
HP_0010260,Enlarged end part of the middle hand bones,Enlaregd end part of mhe mimlq ehd bones
HP_0010261,Fragmentation of the epiphyses of the middle phalanges of the hand,Fragmentaticn uf sthe oepiphsyesqof xhe middle ahlanghes of theahnad
HP_0010261,Fragmentation of the end part of the middle hand bones,Ftragmentatiom f the end prat vhf thb middlechand boes
HP_0010262,Irregular epiphyses of the middle phalanges of the hand,jrgolar piphyser of themiddle phlaanges of he hatd
HP_0010262,Irregular end part of middle hand bones,Irreguryar e part of midtle hafnd bones
HP_0010263,Ivory epiphyses of the middle phalanges of the hand,Ivory epihys eof the midle hpalanigs of jthqe hand
HP_0010263,Increased bone density of end part of the middle hand bones,Increased fone ensity o fend partf o themiddale hand fbneos
HP_0010265,Small epiphyses of the middle phalanges of the hand,Smawl epiphyses ofpth middvle phalangesq onf htes heand
HP_0010265,Small end part of the middle hand bones,Soall end art oo the middle and nbnces
HP_0010266,Stippling of the epiphyses of the middle phalanges of the hand,Stipplinge f thee phpys og the mpiddle phalages fo the hand
HP_0010266,Speckled calcifications in the end part of the middle hand bones,Speckled calcifcatios n thedqe dpart ff the middle hnxd pbones
HP_0010267,Triangular epiphyses of the middle phalanges of the hand,Trtiansgulr uepimyyses of tehnmiddlkqephalanges of the hand
HP_0010267,Triangular end part of the middle hand bones,Trinagulagrzend pawr tof the middleh and ceones
HP_0010268,Absent epiphyses of the proximal phalanges of the hand,Absetn epiphye oft he prboiomal phalaguges of the hanod
HP_0010268,Absent end part of the innermost hand bones,Absentend para of xteh inenrmosz hand bonec
HP_0010269,Bracket epiphyses of the proximal phalanges of the hand,Bracektgekiphysesp of htem proxiyzal pehalanges of thch and
HP_0010269,Bracket shaped end part of the innermost hand bones,Bracet shped ed prtuof the innermost had bomfes
HP_0010270,Cone-shaped epiphyses of the proximal phalanges of the hand,Cone-shampedi erpipyhjses of twe proxiamphaalnges of the hanr
HP_0010270,Cone-shaped end part of the innermost hand bones,Coneh-shapdu end patr of th einnewrodt had bones
HP_0010271,Enlarged epiphyses of the proximal phalanges of the hand,Enltrged epipysesp of tehp rxoima phkalnges of th hand
HP_0010271,Enlarged end part of the innermost hand bones,Enlardod egnd part ofqt he innermost hadn jones
HP_0010272,Fragmentation of the epiphyses of the proximal phalanges of the hand,Fragmentation ofbdhe ehiphyses of hey erximla jhaladges os the hnad
HP_0010272,Fragmentation of the end part of the innermost hand bones,Fasgmenaaizon of theend part fo the innermosthand sobes
HP_0010273,Irregular epiphyses of the proximal phalanges of the hand,Irnegular ebiphyess oft he proximasl khalangesjof th rhand
HP_0010273,Irregular end part of the innermost hand bones,Iorregulzar nd qplarjt of the innecmost hhand bones
HP_0010274,Ivory epiphyses of the proximal phalanges of the hand,Ivory epiphyessof zhe proxiaml pahlang of th haon
HP_0010274,Increased bone density of end part of the innermost hand bones,jnrreased bone densiy of end part lox h einnermxost ha ndbnse
HP_0010276,Small epiphyses of the proximal phalanges of the hand,Smaljl eiphyses om th eprximalp hauangeds of tghe hadd
HP_0010276,Small end part of the innermost hand bones,Smoall en dpartof th einermost hxan btones
HP_0010277,Stippling of the epiphyses of the proximal phalanges of the hand,kSipplingn o the fepiphyses of he prvximl phalangei ofhthe hand
HP_0010277,Speckled calcifications in the end part of the innermost hand bones,Speckledj calcificatinoo in thel endn zxrt ofthe innermost and bon
HP_0010278,Triangular epiphyses of the proximal phalanges of the hand,Triarngluar epiphyse sof the proixmal phalanges opf t hwnad
HP_0010278,Triangular end part of the innermost hand bones,Teiangulrar eqd prat ofthe innermost hnmad bones
HP_0010280,Stomatitis,Stomtiits
HP_0010280,Inflammation of the mouth,Ifnlammatoin of he muotkh
HP_0010280,Gingivostomatitis,Gingtivostmatityis
HP_0010281,Cleft lower lip,lCeyft wower lip
HP_0010281,Cleft of the lower lip,Ceft ofvth eloewr lip
HP_0010281,Lower labial cleft,Loer labial celzt
HP_0010282,Thin lower lip vermilion,whin lowes lipj vjrmilion
HP_0010282,Decreased height of lower lip vermilion,Decrgeaased heigbtof loer ilp evrmilion
HP_0010282,Decreased volume of lower lip,Decraesedvolumme of lowrei lip
HP_0010282,Decreased volume of lower lip vermilion,Decresed volumeof  lolwerlip vreilion
HP_0010282,Thin lower lip,Thin lowerl i
HP_0010282,Thin vermilion border of lower lip,Thin vermilion obrded onfflower lp
HP_0010282,Thin red part of the lower lip,Thni redgprmt of th loer lip
HP_0010284,Intra-oral hyperpigmentation,nIura-oral hprpigmentaiton
HP_0010284,Hyperpigmentation of oral mucosa,Hypelrpigemntaiton of oarlmucos
HP_0010284,Oral mucosa melanin pigmentation,Oral mucos mhlani pgentation
HP_0010284,Oral racial pigmentation,Oral aauial pugmentatiton
HP_0010284,Dark color of gums,Dart oclor ofg ums
HP_0010284,Dark colour of gums,aDrk colpur o fgums
HP_0010284,Gingival hyperpigmentation,Ginwival yjerpwgmfntation
HP_0010284,Gingival melanin pigmentation,Gingival melanicp igmnteatiopn
HP_0010284,Pigmented gums,Pigmented gsum
HP_0010285,Oral synechia,Ordal syneciia
HP_0010285,Oral fibrous bands,Osral firbius bands
HP_0010285,Synechiae of the mouth,Snechia of themouty
HP_0010286,Abnormal salivary gland morphology,Aobomsal salivary glalnd morphology
HP_0010286,Abnormality of the salivary glands,Abnromailtc of the saliahry lgands
HP_0010286,Salivary gland disease,Salivary glzn diesase
HP_0010287,Abnormality of the submandibular glands,Abormlity of the submandibulayr galnc
HP_0010287,Abnormality of the submaxillary glands,Abnoroality to the subkaxyllrry gladns
HP_0010289,Cleft maxillary alveolar ridge,Cleftmaxillary laveolair rldige
HP_0010289,Alveolar cleft,Arlveoar cleft
HP_0010289,Alveolar ridge cleft,Aleiolar ride cleft
HP_0010289,Cleft anterior maxilla,lCeft natrior maxillca
HP_0010289,Cleft maxillary alveolus,Ceft umaxullary alvmeolus
HP_0010289,Cleft of alveolar ridge of maxilla,lCeft ofpamlveolar rikge of maxil
HP_0010289,Cleft of gum ridge,Cleft f um idge
HP_0010289,Notch of alveolar ridge,Ntoch of ualveoar ride
HP_0010289,Notch of gum ridge,otch of gum ribvdge
HP_0010289,Cleft of alveolar process,Clxeftp of alveola rocesst
HP_0010289,Notch of alveolar process,Notch of alvsla pocess
HP_0010290,Short hard palate,Shot dhrd palate
HP_0010290,Decreased length of hard palate,Decreaised lengtph opf ahyrd paate
HP_0010290,Hypoplastic palate,Hyptplastic palafte
HP_0010290,Short palate,Short spajate
HP_0010291,Prominent palatine ridges,Prominent apqlatin eridgos
HP_0010291,Large lateral palatal folds,Large lartral palbtal foclds
HP_0010291,Large lateral palatal ridges,Largen latera palatopl ridegs
HP_0010291,Prominent lateral palatal folds,rPominent ltera lpaaltal folsd
HP_0010291,Prominent lateral palatal ridges,romfienkt lateral platal rihges
HP_0010291,Prominent palatine folds,wProminent paltinefvlds
HP_0010292,Absent uvula,bAsen uvula
HP_0010292,Absent palatine uvula,Absentp clatie uvulya
HP_0010292,Congenital absence of uvula,Cogenitall abrence of uvul
